City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Santa Cruz,BO,-17.8,-63.1667,75.25,88,75,2.3,light rain
343,Turukhansk,RU,65.8167,87.9833,-9.9,96,100,20.54,light snow
344,Amga,RU,60.8953,131.9608,-23.37,91,100,7.4,overcast clouds
345,Labuhan,ID,-6.8844,112.2051,80.56,78,100,7.63,moderate rain
346,Gat,IL,31.61,34.7642,61.48,100,49,5.55,scattered clouds
347,Cap Malheureux,MU,-19.9842,57.6142,78.48,70,4,5.99,clear sky
348,Maine-Soroa,NE,13.2114,12.0241,67.05,16,85,9.78,overcast clouds
349,Nishihara,JP,26.1842,127.7558,65.48,75,20,4.61,few clouds
350,Burnie,AU,-41.0667,145.9167,64.49,61,100,7.78,overcast clouds
351,Hobyo,SO,5.3505,48.5268,77.85,76,100,19.15,overcast clouds
352,Shenjiamen,CN,29.9576,122.298,57.02,84,59,4.81,broken clouds
353,Gizo,SB,-8.103,156.8419,85.35,71,78,8.88,light rain
354,Pincher Creek,CA,49.4833,-113.952,10.33,81,20,9.22,few clouds
355,Bako,ET,5.7833,36.5667,65.62,64,75,4.79,light rain
356,Lagos,NG,6.5833,3.75,82.72,86,60,2.62,broken clouds
357,Alekseyevka,RU,50.6309,38.6903,31.91,89,100,3.44,overcast clouds
358,Margate,GB,51.3813,1.3862,52.97,89,100,5.01,overcast clouds
359,Mackay,AU,-21.15,149.2,87.67,58,40,9.22,scattered clouds
360,Kamiiso,JP,41.8167,140.65,43.18,81,75,12.66,broken clouds
361,Perur,IN,10.9667,76.9,71.29,94,75,3.44,mist
362,Nouadhibou,MR,20.931,-17.0347,64.38,88,0,10.36,clear sky
363,Tahta,EG,26.7693,31.5021,53.92,53,0,8.39,clear sky
364,Laguna,US,38.421,-121.4238,53.26,67,20,1.99,few clouds
365,Leningradskiy,RU,69.3833,178.4167,-29.02,94,30,9.86,scattered clouds
366,Ambilobe,MG,-13.2,49.05,72.21,83,39,3.0,scattered clouds
367,Pisco,PE,-13.7,-76.2167,68.05,77,0,19.57,clear sky
368,Kerman,IR,30.2832,57.0788,43.66,25,19,1.97,few clouds
369,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,81,30,3.76,scattered clouds
370,Ahipara,NZ,-35.1667,173.1667,71.51,67,11,11.03,few clouds
371,Sambava,MG,-14.2667,50.1667,73.54,86,13,6.98,few clouds
372,Sistranda,NO,63.7256,8.834,44.91,77,97,30.24,overcast clouds
373,San Quintin,MX,30.4833,-115.95,61.84,73,10,12.8,clear sky
374,Ballina,AU,-28.8667,153.5667,76.96,63,33,9.22,scattered clouds
375,Sterling,US,39.0062,-77.4286,50.13,60,20,0.0,few clouds
376,Dingle,PH,10.9995,122.6711,77.61,85,65,10.6,broken clouds
377,Fernie,CA,49.5,-115.0687,32.68,91,100,2.75,overcast clouds
378,Ucluelet,CA,48.9329,-125.5528,40.08,86,95,11.99,overcast clouds
379,Point Fortin,TT,10.1833,-61.6833,77.02,85,100,11.95,overcast clouds
380,Dipalpur,PK,30.6709,73.6529,50.72,43,0,2.95,clear sky
381,Nagar Karnul,IN,16.4821,78.3247,66.24,81,97,6.26,overcast clouds
382,Port Lincoln,AU,-34.7333,135.8667,66.02,58,59,8.81,broken clouds
383,Shakawe,BW,-18.3667,21.85,71.13,64,24,6.55,few clouds
384,College,US,64.8569,-147.8028,-32.42,67,75,0.0,mist
385,Nurota,UZ,40.5614,65.6886,30.29,93,49,6.73,scattered clouds
386,Corinto,GR,37.9407,22.9573,50.9,78,73,8.32,broken clouds
387,Touros,BR,-5.1989,-35.4608,81.5,75,97,11.7,overcast clouds
388,Nalut,LY,30.3333,10.85,45.36,70,0,8.39,clear sky
389,Nantucket,US,41.2835,-70.0995,46.09,62,1,9.22,clear sky
390,Bulnes,CL,-36.7423,-72.2985,75.96,42,1,7.0,clear sky
391,Caborca,MX,30.5838,-111.101,69.53,43,66,15.32,broken clouds
392,San-Pedro,CI,4.7485,-6.6363,78.89,87,69,6.38,broken clouds
393,Vostok,RU,46.4856,135.8833,9.19,95,98,2.59,overcast clouds
394,Vidalia,US,32.2177,-82.4135,59.29,82,1,0.0,clear sky
395,West Fargo,US,46.875,-96.9004,37.4,77,1,8.99,clear sky
396,Anadyr,RU,64.75,177.4833,5.5,84,90,22.37,light snow
397,Kysyl-Syr,RU,63.8986,122.7617,-36.78,97,87,7.45,overcast clouds
398,Kalmunai,LK,7.4167,81.8167,76.86,86,100,5.82,overcast clouds
399,Birjand,IR,32.8663,59.2211,18.07,35,0,6.91,clear sky
400,Nicoya,CR,10.1483,-85.452,81.95,76,91,7.67,overcast clouds
401,Barcelona,ES,41.3888,2.159,53.55,75,20,10.36,few clouds
402,Syamzha,RU,60.0158,41.0614,24.89,93,100,7.36,overcast clouds
403,Aasiaat,GL,68.7098,-52.8699,1.49,98,62,4.03,broken clouds
404,Puerto Suarez,BO,-18.95,-57.8,78.12,89,85,2.04,heavy intensity rain
405,Tortoli,IT,39.9256,9.6572,53.1,58,56,3.74,broken clouds
406,Finschhafen,PG,-6.6024,147.8681,85.05,70,98,5.44,moderate rain
407,Kabompo,ZM,-13.5927,24.2008,63.39,96,100,0.69,overcast clouds
408,Jackson,US,42.4165,-122.8345,38.39,81,75,5.75,broken clouds
409,Jose Bonifacio,BR,-21.0528,-49.6883,74.46,94,100,3.76,moderate rain
410,Fukue,JP,32.6881,128.8419,46.76,100,75,3.44,broken clouds
411,Wufeng,CN,27.45,104.8333,37.0,98,100,2.55,overcast clouds
412,Shirokiy,RU,49.758,129.523,-15.63,97,90,6.58,overcast clouds
413,Hirara,JP,24.8,125.2833,69.66,77,40,10.36,scattered clouds
414,Srandakan,ID,-7.9386,110.2506,66.72,78,99,1.52,light rain
415,Thinadhoo,MV,0.5333,72.9333,80.42,81,84,7.29,broken clouds
416,Geraldton,AU,-28.7667,114.6,66.61,63,0,14.97,clear sky
417,Bertinoro,IT,44.1469,12.1389,43.5,83,0,2.3,clear sky
418,Gurupa,BR,-1.405,-51.64,80.73,76,88,5.64,overcast clouds
419,Komsomolskiy,UZ,40.4272,71.7189,36.75,87,100,4.61,mist
420,Bagaces,CR,10.5271,-85.2548,82.33,76,88,10.13,overcast clouds
421,Falam,MM,22.9167,93.6833,47.14,89,86,1.54,overcast clouds
422,Bogotol,RU,56.2078,89.5342,-14.13,100,84,4.5,broken clouds
423,Itoman,JP,26.1247,127.6694,66.22,72,20,3.44,few clouds
424,Camacupa,AO,-12.0167,17.4833,62.01,99,100,4.27,light rain
425,Tura,IN,25.5198,90.2201,57.15,84,31,3.58,scattered clouds
426,San Cristobal,VE,7.7669,-72.225,73.58,96,93,3.0,overcast clouds
427,Avera,US,33.194,-82.5271,54.72,42,0,5.12,clear sky
428,Aswan,EG,24.0934,32.907,63.7,48,0,14.97,clear sky
429,Plavsk,RU,53.7094,37.2919,26.62,97,97,3.62,overcast clouds
430,Laramie,US,41.3114,-105.5911,48.58,29,1,21.85,clear sky
431,Kupang,ID,-10.1667,123.5833,84.78,84,20,3.44,few clouds
432,Beloha,MG,-25.1667,45.05,72.34,84,33,6.64,scattered clouds
433,Uray,RU,60.1247,64.7758,18.18,93,95,8.57,overcast clouds
434,Te Anau,NZ,-45.4167,167.7167,67.46,50,100,1.5,overcast clouds
435,Faya,SA,18.3851,42.4509,46.51,40,23,3.98,few clouds
436,Kirakira,SB,-10.4544,161.9205,85.35,76,100,7.85,overcast clouds
437,Lompoc,US,34.6391,-120.4579,52.32,86,75,10.36,broken clouds
438,Stolin,BY,51.8912,26.846,26.64,95,51,5.28,broken clouds
439,San Andres,CO,12.5847,-81.7006,82.42,78,75,11.5,broken clouds
440,Golden,US,39.7555,-105.2211,61.29,28,80,1.01,broken clouds
441,Padang,ID,-0.9492,100.3543,75.25,91,100,3.96,overcast clouds
442,Asau,RO,46.4333,26.4,33.96,79,89,3.36,overcast clouds
443,Punta Alta,AR,-38.8759,-62.0736,69.62,56,86,5.79,overcast clouds
444,Dunmore Town,BS,25.5,-76.65,77.0,76,7,19.24,clear sky
445,Solnechnyy,RU,50.7214,136.6319,-1.53,83,22,2.01,few clouds
446,Inirida,CO,3.8653,-67.9239,75.0,97,97,2.26,overcast clouds
447,Joniskelis,LT,56.0253,24.1689,36.55,99,100,7.2,overcast clouds
448,Betioky,MG,-23.7167,44.3833,71.08,89,55,3.4,broken clouds
449,Dudinka,RU,69.4058,86.1778,-11.38,95,100,23.38,overcast clouds
450,Carlsbad,US,33.1581,-117.3506,55.99,90,90,10.0,overcast clouds
451,Maragogi,BR,-9.0122,-35.2225,78.64,79,99,8.08,overcast clouds
452,Kota Kinabalu,MY,5.9749,116.0724,78.78,89,20,4.61,few clouds
453,Kununurra,AU,-15.7667,128.7333,91.38,70,62,6.91,broken clouds
454,Puerto Princesa,PH,9.7392,118.7353,79.95,79,98,10.67,overcast clouds
455,Pafos,CY,34.7667,32.4167,55.31,82,40,2.3,scattered clouds
456,Nelson Bay,AU,-32.7167,152.15,81.28,47,2,1.99,light rain
457,Taltal,CL,-25.4,-70.4833,65.28,76,19,4.74,few clouds
458,Sri Aman,MY,1.2376,111.4621,75.25,100,85,2.3,overcast clouds
459,Namatanai,PG,-3.6667,152.4333,84.58,71,90,9.01,overcast clouds
460,Tumut,AU,-35.3,148.2167,79.79,49,44,4.59,scattered clouds
461,Pital,CO,2.2665,-75.8044,69.8,86,93,2.28,overcast clouds
462,Calawag,PH,10.6697,119.5707,80.24,75,69,15.39,broken clouds
463,Klaksvik,FO,62.2266,-6.589,45.52,74,32,29.48,scattered clouds
464,Nsanje,MW,-16.92,35.262,78.96,66,89,5.01,overcast clouds
465,Mastung,PK,29.7994,66.845,29.19,35,0,4.32,clear sky
466,Lukulu,ZM,-14.3707,23.242,65.32,91,100,3.87,light rain
467,Olafsvik,IS,64.8945,-23.7142,40.5,73,100,16.17,light rain
468,Oppdal,NO,62.5943,9.6912,32.29,89,100,8.77,light snow
469,Tumbes,PE,-3.5667,-80.4414,76.95,73,75,9.22,broken clouds
470,Nanakuli,US,21.3906,-158.1547,80.55,65,75,11.5,broken clouds
471,Hearst,CA,49.6835,-83.6665,23.25,84,100,7.83,overcast clouds
472,Havre-Saint-Pierre,CA,50.2334,-63.5986,27.19,58,1,18.41,clear sky
473,Mendi,PG,-6.1761,143.6513,66.63,74,94,3.47,overcast clouds
474,Derzhavinsk,KZ,51.1,66.3167,14.97,84,100,11.34,overcast clouds
475,Abu Samrah,SY,35.3029,37.1841,52.2,76,51,5.26,broken clouds
476,Altamira,BR,-3.2033,-52.2064,78.89,100,20,0.0,few clouds
477,Conceicao Do Araguaia,BR,-8.2578,-49.2647,77.45,86,86,2.15,overcast clouds
478,La Rioja,ES,42.25,-2.5,37.04,34,0,5.75,clear sky
479,Truro,GB,50.2653,-5.0544,53.96,93,75,10.36,broken clouds
480,Pires Do Rio,BR,-17.2997,-48.2794,70.14,93,100,4.14,overcast clouds
481,Longido,TZ,-2.7333,36.6833,64.45,91,53,10.22,broken clouds
482,Ntcheu,MW,-14.8203,34.6359,68.4,62,54,1.36,broken clouds
483,Asfi,MA,32.2994,-9.2372,61.56,60,100,5.73,overcast clouds
484,Xiamen,CN,24.4798,118.0819,66.25,72,75,2.24,broken clouds
485,Miguel Hidalgo,MX,19.4225,-99.2028,70.43,36,1,3.4,clear sky
486,Bauta,CU,22.9828,-82.5464,76.98,73,20,12.66,few clouds
487,Zhiryatino,RU,53.2228,33.7306,28.72,93,96,3.67,overcast clouds
488,Kikwit,CD,-5.041,18.8162,71.1,90,98,0.98,overcast clouds
489,Victor Harbor,AU,-35.5667,138.6167,73.72,69,98,1.99,overcast clouds
490,Gimli,CA,50.6336,-96.9907,33.82,80,94,12.66,overcast clouds
491,Biu,NG,10.6129,12.1946,67.28,21,22,7.29,few clouds
492,Dalianwan,CN,39.0286,121.695,46.72,93,40,6.71,fog
493,Tall Kayf,TR,37.0833,41.0667,51.55,30,88,12.44,overcast clouds
494,Pagudpud,PH,18.5616,120.7868,67.96,74,27,13.27,scattered clouds
495,Matamoros,MX,25.5333,-103.25,73.54,27,100,3.56,overcast clouds
496,Acarau,BR,-2.8856,-40.12,80.89,79,55,15.37,broken clouds
497,Seymchan,RU,62.8833,152.4333,-18.06,97,100,4.52,overcast clouds
498,Shingu,JP,33.7333,135.9833,50.99,65,1,4.56,clear sky
499,Esmeraldas,BR,-19.7625,-44.3139,72.64,92,97,3.29,overcast clouds
500,Black River,JM,18.0264,-77.8487,80.6,80,39,4.68,scattered clouds
501,Passo Fundo,BR,-28.2628,-52.4067,67.86,93,50,7.43,scattered clouds
502,Atar,MR,20.5169,-13.0499,69.26,20,3,5.08,clear sky
503,Opuwo,NA,-18.0607,13.84,71.08,36,54,4.32,broken clouds
504,Chino Valley,US,34.7575,-112.4538,54.61,53,75,13.0,broken clouds
505,Mulege,MX,26.8833,-111.9833,76.17,41,54,4.07,broken clouds
506,Chanasma,IN,23.7167,72.1167,58.75,35,0,7.18,clear sky
507,Colonial Park,US,40.3006,-76.8097,44.26,63,1,1.01,clear sky
508,Mercedes,AR,-34.6515,-59.4307,71.85,45,78,7.96,broken clouds
509,Yulara,AU,-25.2406,130.9889,76.84,61,40,8.05,scattered clouds
510,Lang Suan,TH,9.9456,99.0785,69.89,87,99,5.39,overcast clouds
511,Hengshan,CN,45.2,130.9167,10.02,89,56,5.66,broken clouds
512,Road Town,VG,18.4167,-64.6167,80.64,78,40,13.8,scattered clouds
513,Ponta Delgada,PT,37.7333,-25.6667,57.51,82,20,6.91,few clouds
514,Samba,IN,32.5667,75.1167,49.98,48,0,3.04,clear sky
515,Oistins,BB,13.0667,-59.5333,80.69,74,40,19.57,scattered clouds
516,Russell,US,32.3502,-85.1999,62.2,82,0,4.72,clear sky
517,Merrill,US,45.1805,-89.6835,37.81,87,75,10.36,broken clouds
518,San Jose,US,37.3394,-121.895,53.49,61,40,5.99,scattered clouds
519,Songea,TZ,-10.6833,35.65,62.91,80,25,4.99,scattered clouds
520,Kitami,JP,43.8031,143.8908,35.11,79,39,2.62,scattered clouds
521,Half Moon Bay,US,37.4636,-122.4286,53.15,71,40,1.99,scattered clouds
522,Ellensburg,US,46.9965,-120.5479,35.24,82,24,1.99,few clouds
523,Ozernovskiy,RU,51.5,156.5167,28.56,66,100,32.06,overcast clouds
524,Alta Floresta,BR,-9.8756,-56.0861,73.11,97,84,3.0,broken clouds
525,Tuatapere,NZ,-46.1333,167.6833,67.82,55,99,7.18,overcast clouds
526,Vangaindrano,MG,-23.35,47.6,72.19,86,52,3.02,broken clouds
527,Pueblo,US,38.2545,-104.6091,67.71,35,87,10.76,overcast clouds
528,Fairview,US,40.8126,-73.999,49.48,35,1,5.75,clear sky
529,Madisonville,US,37.3281,-87.4989,59.61,73,80,6.87,broken clouds
530,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.93,97,96,1.3,overcast clouds
531,Chengde,CN,40.9725,117.9361,22.89,53,2,2.48,clear sky
532,Palauig,PH,15.435,119.9045,79.3,58,30,3.98,scattered clouds
533,Dubti,ET,11.7361,41.0853,71.15,63,39,8.86,scattered clouds
534,Limbang,MY,4.75,115.0,80.91,92,75,2.06,light rain
535,Baykit,RU,61.67,96.37,-30.75,100,41,0.49,scattered clouds
536,Tessalit,ML,20.1986,1.0114,72.95,12,100,9.42,overcast clouds
537,Juba,SS,4.8517,31.5825,82.65,42,99,2.62,overcast clouds
538,Penzance,GB,50.1186,-5.5371,52.81,95,26,11.92,scattered clouds
539,Yelizovo,RU,53.1873,158.3805,32.14,47,75,8.95,broken clouds
540,Fenoarivo,MG,-18.933,47.4354,60.87,88,40,4.61,scattered clouds
541,Khorixas,NA,-20.3667,14.9667,70.43,30,53,6.42,broken clouds
542,Naze,JP,28.3667,129.4833,52.72,61,1,3.0,clear sky
543,Sondrio,IT,46.169,9.8692,41.34,71,97,9.64,overcast clouds
544,Ponnani,IN,10.767,75.9252,76.32,82,65,11.52,broken clouds
545,Novouzensk,RU,50.4592,48.1431,25.02,83,100,9.51,overcast clouds
546,Bozoum,CF,6.3193,16.3799,73.92,28,100,2.53,overcast clouds
547,Hualmay,PE,-11.0964,-77.6139,68.7,84,3,10.33,clear sky
548,Tchaourou,BJ,8.8865,2.5975,78.48,22,47,2.82,scattered clouds
549,Sept-Iles,CA,50.2001,-66.3821,23.52,71,20,8.01,few clouds
550,Da Nang,VN,16.0678,108.2208,69.78,94,75,0.0,mist
551,Kavieng,PG,-2.5744,150.7967,83.97,76,97,13.82,moderate rain
552,Baghmara,IN,23.795,86.2085,57.43,47,67,5.03,broken clouds
553,Aurillac,FR,44.9167,2.45,42.01,70,25,4.12,scattered clouds
554,Hope,US,33.6671,-93.5916,71.65,90,71,8.88,broken clouds
555,Maralal,KE,1.0968,36.698,57.0,92,47,5.39,scattered clouds
556,Terrace,CA,54.5163,-128.6035,19.42,73,90,13.8,overcast clouds
557,Paris,FR,48.8534,2.3488,46.58,95,90,1.01,mist
558,Vestmannaeyjar,IS,63.4427,-20.2734,43.36,64,89,21.52,overcast clouds
559,Okhotsk,RU,59.3833,143.3,1.33,82,100,13.67,overcast clouds
560,The Valley,AI,18.217,-63.0578,80.46,88,40,10.36,scattered clouds
561,Rantepao,ID,-2.9701,119.8978,73.49,86,100,0.11,overcast clouds
562,Seddon,AU,-37.8068,144.8916,65.34,84,90,3.0,overcast clouds
563,Micheweni,TZ,-4.9667,39.8333,78.42,80,37,3.42,light rain
564,Tafresh,IR,34.692,50.013,36.75,54,98,3.56,overcast clouds
565,Puerto Escondido,MX,15.85,-97.0667,79.05,64,0,1.74,clear sky
566,Peruibe,BR,-24.32,-46.9983,73.04,98,100,2.77,overcast clouds
567,Ust-Maya,RU,60.4167,134.5333,-24.16,95,100,5.37,overcast clouds
568,Presidente Medici,BR,-11.1753,-61.9014,75.31,95,75,0.25,broken clouds
569,Bosobolo,CD,4.1833,19.9,77.74,37,99,1.97,overcast clouds
570,Shihezi,CN,44.3,86.0333,20.91,95,99,0.65,light snow
571,Sarangani,PH,5.4033,125.4636,82.13,72,98,8.46,overcast clouds
572,Myitkyina,MM,25.3833,97.4,54.39,79,36,2.01,scattered clouds
573,Ixtapa,MX,20.7,-105.2,78.22,87,73,4.0,broken clouds
574,Krasnaya Gora,RU,52.9995,31.6023,31.91,98,90,2.73,overcast clouds
575,Sobolevo,RU,54.4299,31.8996,20.5,99,87,5.39,overcast clouds
576,Bamako,ML,12.65,-8.0,73.81,38,96,5.75,overcast clouds
577,Wad Rawah,SD,15.1603,33.1397,76.26,30,80,10.11,broken clouds
578,Pokhara,NP,28.2333,83.9833,52.3,21,48,6.38,scattered clouds
579,Sibolga,ID,1.7427,98.7792,76.08,90,100,2.24,overcast clouds
580,Biltine,TD,14.5333,20.9167,73.62,29,62,9.57,broken clouds
581,Chulym,RU,55.0997,80.9572,-8.57,100,99,7.58,overcast clouds
582,Berdigestyakh,RU,62.0989,126.6992,-30.84,94,100,8.39,overcast clouds
583,Xining,CN,36.6167,101.7667,21.24,43,70,1.57,broken clouds
584,Esfahan,IR,32.6572,51.6776,28.04,34,90,2.73,overcast clouds
585,Harper,LR,4.375,-7.7169,79.63,85,100,6.42,overcast clouds
586,Assisi,IT,43.0691,12.6165,44.56,81,68,1.99,broken clouds
587,Mwene-Ditu,CD,-7.0,23.45,67.23,94,96,3.24,overcast clouds
588,Hofn,IS,64.2539,-15.2082,37.36,83,12,13.49,light rain
589,Lastoursville,GA,-0.8143,12.7287,74.25,96,98,0.76,overcast clouds
590,Prince Albert,CA,53.2001,-105.7677,19.35,93,90,4.61,light snow
591,San Martin,AR,-33.081,-68.4681,73.94,52,33,6.33,scattered clouds
592,Amahai,ID,-3.3333,128.9167,83.73,75,94,1.36,overcast clouds
593,Belmonte,BR,-15.8631,-38.8828,77.5,87,100,7.56,overcast clouds
594,La Union,PE,-5.4,-80.75,74.84,63,34,18.07,scattered clouds
595,Beringovskiy,RU,63.05,179.3167,17.42,94,100,31.94,snow
596,Katherine,AU,-14.4667,132.2667,88.12,58,59,11.5,broken clouds
597,Altamont,US,42.2068,-121.7372,30.04,76,20,0.0,few clouds
598,Koumac,NC,-20.5667,164.2833,80.01,55,52,14.38,broken clouds
599,Dutse,NG,11.7594,9.3392,65.86,15,49,8.14,scattered clouds
600,Juye,CN,35.3947,116.0883,39.74,64,30,4.09,scattered clouds
601,Yaan,NG,7.3833,8.5667,77.85,23,54,3.11,broken clouds
602,San Jeronimo,PE,-11.9472,-75.2829,45.03,95,62,5.17,broken clouds
603,Hondo,JP,32.45,130.2,44.55,64,24,5.1,few clouds
604,Raduzhnyy,RU,62.0961,77.475,1.35,95,100,11.99,light snow
605,Farmington,US,36.7281,-108.2187,45.28,76,1,16.11,clear sky
606,Nabire,ID,-3.3667,135.4833,83.46,63,100,3.15,overcast clouds
607,Bairiki,KI,1.3292,172.9752,87.8,66,75,5.75,broken clouds
608,Omsukchan,RU,62.5333,155.8,-18.22,95,100,5.68,overcast clouds
609,Mnogovershinnyy,RU,53.9353,139.9242,-2.92,88,87,14.97,overcast clouds
610,Ojinaga,MX,29.5667,-104.4167,76.15,27,1,5.75,clear sky
611,Waverly,US,42.7392,-84.6208,44.82,73,99,12.35,overcast clouds
612,Salinopolis,BR,-0.6136,-47.3561,80.4,82,47,11.59,scattered clouds
613,Springdale,US,36.1867,-94.1288,65.19,93,90,15.99,overcast clouds
614,Rockport,US,28.0206,-97.0544,76.05,93,1,3.0,mist
615,Camopi,GF,3.1655,-52.3158,71.71,98,100,1.9,overcast clouds
616,San Pedro,PH,14.35,121.0167,77.11,77,20,4.61,few clouds
617,Xai-Xai,MZ,-25.0519,33.6442,74.7,86,67,2.68,light rain
618,Oregon,US,44.0001,-120.5014,31.23,51,12,7.61,few clouds
619,Oussouye,SN,12.485,-16.5469,75.38,62,100,5.75,overcast clouds
620,Aykhal,RU,66.0,111.5,-13.59,100,99,4.32,overcast clouds
621,Canon City,US,38.441,-105.2424,65.32,25,1,17.27,clear sky
622,Husavik,IS,66.0449,-17.3389,37.31,80,100,10.18,overcast clouds
623,Emerald,AU,-23.5333,148.1667,89.98,44,90,5.75,overcast clouds
624,Tilichiki,RU,60.4667,166.1,5.99,93,100,15.37,overcast clouds
625,Surt,LY,31.2089,16.5887,60.55,73,78,12.86,broken clouds
626,Parkes,AU,-33.1333,148.1833,90.36,26,8,11.3,clear sky
627,Mount Gambier,AU,-37.8333,140.7667,62.51,63,90,12.66,overcast clouds
628,Magdagachi,RU,53.45,125.8,-16.71,69,0,6.31,clear sky
629,Pampa,US,35.5362,-100.9599,71.74,21,1,12.66,clear sky
630,Kiama,AU,-34.6833,150.8667,81.25,65,4,11.99,clear sky
631,Manzhouli,CN,49.6,117.4333,-1.14,97,59,5.57,broken clouds
632,Pitimbu,BR,-7.4706,-34.8086,81.19,75,80,10.16,broken clouds
633,Tautira,PF,-17.7333,-149.15,82.42,74,40,11.7,scattered clouds
634,Gornoye Loo,RU,43.7129,39.6049,46.18,62,96,4.56,overcast clouds
635,Naryan-Mar,RU,67.6713,53.087,18.05,97,98,6.11,overcast clouds
636,Kontagora,NG,10.3999,5.4695,71.8,17,55,5.3,broken clouds
637,Tupik,RU,54.4253,119.9327,-19.86,100,98,1.86,overcast clouds
638,Manama,BH,26.2154,50.5832,67.98,87,75,3.44,broken clouds
639,Antalaha,MG,-14.9003,50.2788,72.05,90,8,6.33,clear sky
640,Malinyi,TZ,-8.9333,36.1333,71.69,81,57,1.43,broken clouds
641,Kijang,KR,35.2442,129.2139,31.73,61,3,6.04,clear sky
642,Almaznyy,RU,48.0448,40.045,35.74,98,100,9.55,overcast clouds
643,Tlapacoyan,MX,19.9667,-97.2167,68.45,97,40,1.21,scattered clouds
644,Yar-Sale,RU,66.8333,70.8333,4.48,97,97,4.99,overcast clouds
645,Zyukayka,RU,58.2025,54.7003,13.44,97,83,6.04,broken clouds
646,Charlestown,AU,-32.95,151.6667,85.21,44,0,1.99,light rain
647,Walvis Bay,NA,-22.9575,14.5053,60.1,82,0,4.61,clear sky
648,Pimentel,PE,-6.8367,-79.9342,68.29,77,75,18.41,broken clouds
649,Lubao,PH,14.9167,120.55,77.07,69,61,8.01,broken clouds
650,Buala,SB,-8.145,159.5921,84.45,80,98,11.92,light rain
651,Flin Flon,CA,54.7682,-101.865,19.24,93,90,4.61,mist
652,Bakchar,RU,57.0186,82.0711,-16.51,99,28,5.5,scattered clouds
653,Sinfra,CI,6.6167,-5.9167,73.83,90,82,3.74,broken clouds
654,Mecca,SA,21.4267,39.8261,72.03,66,90,4.16,overcast clouds
655,San Nicolas,PH,18.1725,120.5953,79.95,83,75,3.44,broken clouds
656,Lukovetskiy,RU,64.2956,41.9211,30.18,96,100,9.33,light snow
657,Vaitape,PF,-16.5167,-151.75,82.0,70,30,13.51,scattered clouds
658,Chimore,BO,-16.9833,-65.1333,73.42,96,100,1.86,moderate rain
659,Bereznehuvate,UA,47.3078,32.8499,38.14,82,100,12.1,overcast clouds
660,Berlevag,NO,70.8578,29.0864,27.88,83,85,15.23,overcast clouds
661,Yaqui,MX,27.3667,-110.1667,79.09,30,11,10.27,few clouds
662,Carutapera,BR,-1.195,-46.02,78.6,86,27,6.96,scattered clouds
663,Yashkul,RU,46.1711,45.3435,43.72,80,100,20.87,light rain
664,Amapa,BR,1.0,-52.0,73.2,98,82,2.51,broken clouds
665,Madikeri,IN,12.4167,75.7333,60.31,91,97,5.26,overcast clouds
666,Alamos,MX,27.0167,-108.9333,79.72,27,17,4.07,few clouds
667,Leova,MD,46.4786,28.2553,36.39,85,100,14.05,overcast clouds
668,Vanimo,PG,-2.6741,141.3028,80.31,82,100,3.51,moderate rain
669,Mehran,IR,33.1222,46.1646,63.88,28,100,9.53,overcast clouds
670,Samarai,PG,-10.6167,150.6667,84.67,67,97,8.86,overcast clouds
671,Roma,US,43.2128,-75.4557,37.26,71,50,1.01,scattered clouds
672,Jijiga,ET,9.35,42.8,59.7,66,94,1.43,overcast clouds
673,Brae,GB,60.3964,-1.353,49.91,89,100,16.75,overcast clouds
674,Shenxian,CN,36.2411,115.6672,39.06,70,9,3.24,clear sky
675,Kamaishi,JP,39.2667,141.8833,34.75,72,37,8.1,scattered clouds
676,Olinda,BR,-8.0089,-34.8553,82.13,74,40,6.91,scattered clouds
677,Gelemso,ET,8.8167,40.5167,58.71,67,86,1.07,overcast clouds
678,Evensk,RU,61.95,159.2333,4.69,73,99,17.83,overcast clouds
679,Neiafu,TO,-18.65,-173.9833,84.88,74,40,8.05,scattered clouds
680,Grand Forks,US,47.9417,-97.4337,35.53,89,53,14.97,broken clouds
681,Ramganj,BD,23.1,90.85,59.76,76,72,4.94,broken clouds
682,Adre,TD,13.4667,22.2,70.61,30,81,10.16,broken clouds
683,Libreville,GA,0.3925,9.4537,77.02,94,40,3.44,scattered clouds
